player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Shaq Mason,9564,G,HST,8,100.0,0,13,66.4,72.0,61.1,4,10,319,100.0,100.0,96.9,3,17,3,548,0,0,0,548,341,341,548,0,207,0
Jon Runyan,36661,G,NYG,8,100.0,1,21,57.7,64.1,51.8,2,14,326,100.0,100.0,97.2,2,17,1,546,0,545,0,546,351,351,0,0,195,1
Jermaine Eluemunor,11914,T,NYG,8,100.0,3,21,62.0,68.7,59.0,6,11,326,100.0,100.0,96.8,8,19,2,546,0,0,0,546,351,351,0,545,195,1
Joel Bitonio,8670,G,CLV,8,100.0,0,8,64.1,61.0,66.1,3,16,352,100.0,100.0,96.7,6,21,2,546,0,519,27,546,378,378,0,0,168,0
John Michael Schmitz Jr.,55238,C,NYG,8,100.0,0,21,58.7,44.7,63.4,4,12,326,100.0,100.0,97.2,1,17,1,546,546,0,0,546,351,351,0,0,195,0
Greg Van Roten,7746,G,NYG,8,100.0,0,21,65.8,58.6,68.9,4,14,326,100.0,100.0,96.6,3,20,2,546,0,0,1,546,351,351,545,0,195,0
Kenyon Green,99052,G,HST,8,100.0,1,13,39.1,44.1,43.5,3,17,312,100.0,100.0,95.5,7,24,4,539,0,539,0,539,334,334,0,0,205,0
Charles Cross,98401,T,SEA,8,100.0,2,29,83.7,79.7,82.8,3,19,342,100.0,100.0,96.5,5,23,1,538,0,0,536,538,379,379,0,2,159,0
Laken Tomlinson,9461,G,SEA,8,100.0,1,29,66.3,62.8,68.4,6,11,342,100.0,100.0,96.9,3,19,2,538,0,538,0,538,379,379,0,0,159,0
Connor Williams,46216,C,SEA,8,100.0,0,29,63.1,62.2,71.3,3,4,342,100.0,100.0,98.4,8,9,2,538,538,0,0,538,379,379,0,0,159,0
Tyler Linderbaum,82291,C,BLT,8,100.0,0,3,80.7,70.5,84.6,2,3,270,100.0,100.0,99.1,4,5,0,538,538,0,0,538,294,294,0,0,244,0
Daniel Faalele,81734,G,BLT,8,100.0,1,3,60.0,66.3,56.1,1,14,270,100.0,100.0,96.9,4,16,1,538,0,0,0,538,294,294,538,0,244,0
Colton McKivitz,29314,T,SF,8,100.0,0,28,72.0,66.5,74.3,6,14,290,100.0,100.0,96.2,4,21,1,536,0,0,0,536,306,306,0,536,230,0
Rasheed Walker,81798,T,GB,8,100.0,1,12,60.7,76.8,45.5,1,15,269,100.0,100.0,96.3,7,18,2,536,0,1,535,536,286,286,0,0,250,0
Ronnie Stanley,10640,T,BLT,8,100.0,1,3,75.1,84.8,68.5,1,13,268,100.0,100.0,97.4,9,14,0,536,0,0,522,536,292,292,0,0,244,13
Elgton Jenkins,46298,G,GB,8,100.0,0,12,61.1,81.7,56.8,1,7,269,100.0,100.0,98.5,5,8,0,536,7,527,0,536,286,286,0,2,250,0
Dominick Puni,163815,G,SF,8,100.0,0,28,76.1,70.0,73.3,0,14,289,100.0,100.0,97.6,1,14,0,535,0,0,0,535,305,305,535,0,230,0
Jake Brendel,11117,C,SF,8,100.0,1,28,65.0,50.7,69.4,2,10,290,100.0,100.0,97.9,5,12,0,535,535,0,0,535,306,306,0,0,229,0
Zach Tom,55443,T,GB,8,100.0,3,12,82.8,81.8,83.0,2,6,269,100.0,100.0,98.1,4,9,1,535,0,1,0,535,286,286,1,533,249,0
Cody Mauch,66637,G,TB,8,100.0,0,30,69.8,73.1,65.2,0,8,326,100.0,100.0,98.2,1,10,2,529,0,0,0,529,344,344,529,0,185,0
Ben Bredeson,27305,G,TB,8,100.0,0,30,58.5,56.4,56.9,1,13,326,100.0,100.0,97.9,1,14,0,529,0,529,0,529,344,344,0,0,185,0
Josh Myers,59992,C,GB,8,100.0,0,12,49.9,71.4,43.9,2,11,265,100.0,100.0,97.5,3,13,0,529,529,0,0,529,282,282,0,0,247,0
Sam Cosmi,60114,G,WAS,8,100.0,1,32,69.2,78.3,65.6,2,9,293,100.0,100.0,97.8,5,12,1,527,0,0,0,527,311,311,527,0,216,0
Tristan Wirfs,64818,T,TB,8,100.0,0,30,82.9,91.1,68.6,0,6,326,100.0,100.0,99.1,4,6,0,526,0,0,526,526,344,344,0,0,182,0
Andrew Wylie,12333,T,WAS,8,99.6,1,32,62.0,65.5,57.7,3,10,291,99.7,99.4,97.8,5,13,0,525,0,0,0,527,308,310,0,516,217,11
Trent Williams,5529,T,SF,8,100.0,1,28,84.4,85.9,79.3,2,9,281,100.0,100.0,97.7,4,12,1,522,0,0,522,522,296,296,0,0,226,0
Dan Moore Jr.,60120,T,PIT,8,100.0,1,25,74.1,72.6,68.5,2,10,255,100.0,100.0,96.9,2,14,2,522,0,0,521,522,277,277,0,0,245,1
Jake Matthews,8641,T,ATL,8,100.0,2,2,71.2,80.5,61.0,3,10,286,100.0,100.0,96.7,5,16,3,519,0,0,519,519,314,314,0,0,205,0
Kolton Miller,47013,T,LV,8,100.0,2,23,73.2,79.4,62.1,3,10,317,100.0,100.0,96.1,3,19,6,516,0,0,515,516,341,341,0,0,175,1
Nick Allegretti,39268,G,WAS,8,100.0,0,32,67.5,75.9,63.4,0,14,289,100.0,100.0,97.2,3,15,1,516,0,516,0,516,307,307,0,0,209,0
Trevor Penning,59963,T,NO,8,100.0,1,20,56.6,53.7,60.7,1,17,294,100.0,100.0,96.3,6,20,2,515,0,0,0,515,313,313,0,514,202,1
Taliese Fuaga,131732,T,NO,8,100.0,0,20,67.3,52.5,80.0,5,15,294,100.0,100.0,94.9,5,25,5,515,0,0,515,515,313,313,0,0,202,0
Quinn Meinerz,112915,G,DEN,8,100.0,1,10,75.5,75.9,70.0,3,2,303,100.0,100.0,98.8,2,6,1,515,0,0,0,515,324,324,514,0,191,0
Laremy Tunsil,10647,T,HST,8,100.0,1,13,72.3,88.0,71.2,1,3,300,100.0,100.0,98.7,13,6,2,515,0,0,515,515,319,319,0,0,196,0
Ben Powers,41482,G,DEN,8,100.0,1,10,69.5,66.2,67.1,1,8,303,100.0,100.0,98.2,3,10,1,513,0,512,0,513,324,324,0,0,189,0
Tyler Biadasz,41178,C,WAS,8,100.0,0,32,68.6,78.5,63.6,0,5,288,100.0,100.0,99.1,1,5,0,513,513,0,0,513,306,306,0,0,207,0
John Simpson,41715,G,NYJ,8,100.0,0,22,75.3,76.8,75.3,4,3,319,100.0,100.0,98.9,3,7,0,509,0,509,0,509,337,337,0,0,172,0
Tyron Smith,6161,T,NYJ,8,100.0,3,22,71.2,68.4,73.0,4,13,319,100.0,100.0,95.8,6,22,5,509,0,0,509,509,337,337,0,0,172,0
Joe Tippmann,101568,C,NYJ,8,100.0,0,22,73.1,65.1,73.7,2,5,319,100.0,100.0,98.3,1,9,2,509,509,0,0,509,337,337,0,0,172,0
Aaron Banks,59983,G,SF,8,100.0,0,28,72.6,62.2,74.0,2,15,279,100.0,100.0,96.6,1,18,1,506,0,506,0,506,293,293,0,0,213,0
Chris Lindstrom,46692,G,ATL,8,100.0,0,2,87.4,56.0,92.0,6,14,278,100.0,100.0,96.0,4,21,1,501,0,0,0,501,306,306,501,0,195,0
Mike Onwenu,27357,T,NE,8,100.0,0,19,67.9,72.8,59.0,5,12,291,100.0,100.0,97.1,1,17,0,501,0,0,0,501,313,313,193,308,188,0
Patrick Mekari,46219,G,BLT,8,100.0,1,3,61.0,71.0,56.5,0,13,245,100.0,100.0,96.9,5,14,1,500,0,330,1,500,267,267,0,169,233,0
Andre James,47058,C,LV,8,100.0,0,23,54.6,66.1,49.2,1,9,304,100.0,100.0,97.7,2,12,2,500,500,0,0,500,325,325,0,0,175,0
Garett Bolles,11775,T,DEN,8,100.0,2,10,78.0,83.2,77.7,1,11,288,100.0,100.0,97.6,9,13,1,494,0,0,491,494,309,309,0,0,185,2
Juice Scruggs,81800,C,HST,7,100.0,0,13,64.6,65.3,65.6,2,6,281,100.0,100.0,97.5,2,11,3,489,489,0,0,489,302,302,0,0,187,0
Matthew Bergeron,99658,G,ATL,8,100.0,0,2,66.4,69.5,64.9,4,10,264,100.0,100.0,97.0,3,15,1,488,0,488,0,488,290,290,0,0,198,0
Bernhard Raimann,77948,T,IND,8,100.0,0,14,81.9,84.3,73.0,1,8,272,100.0,100.0,97.2,1,12,3,488,0,0,488,488,287,287,0,0,201,0
Quenton Nelson,12954,G,IND,8,100.0,0,14,85.1,83.4,87.6,3,5,272,100.0,100.0,98.2,7,9,1,487,0,487,0,487,287,287,0,0,200,0
Braden Smith,46794,T,IND,8,99.8,5,14,68.0,70.9,72.0,0,13,271,99.6,99.7,96.1,6,17,4,487,0,0,0,488,286,287,0,487,201,1
Spencer Brown,42296,T,BUF,8,100.0,3,4,66.0,73.2,70.0,1,9,261,100.0,100.0,97.7,10,11,1,486,0,0,0,486,280,280,0,486,206,0
Tytus Howard,25472,T,HST,7,100.0,0,13,69.3,75.0,59.2,1,14,278,100.0,100.0,96.9,1,16,1,483,0,0,0,483,300,300,0,483,183,0
Liam Eichenberg,41851,G,MIA,7,100.0,0,17,57.9,56.9,63.9,3,5,263,100.0,100.0,97.7,5,10,2,482,0,0,0,482,281,281,481,0,201,0
O'Cyrus Torrence,102821,G,BUF,8,100.0,0,4,54.7,65.8,52.5,2,16,260,100.0,100.0,96.5,3,18,0,482,0,0,0,482,279,279,482,0,203,0
Austin Jackson,60816,T,MIA,7,100.0,2,17,60.3,60.3,63.7,3,9,263,100.0,100.0,97.0,5,14,2,481,0,0,0,481,281,281,0,480,200,0
Aaron Brewer,46014,C,MIA,7,100.0,0,17,80.4,75.5,78.6,0,3,263,100.0,100.0,99.4,1,3,0,481,481,0,0,481,281,281,0,0,200,0
Trey Smith,62960,G,KC,7,100.0,0,16,81.2,67.3,80.8,2,12,258,100.0,100.0,97.3,2,14,0,480,0,0,0,480,276,276,480,0,204,0
Joe Thuney,10712,G,KC,7,100.0,0,16,85.5,85.5,79.1,0,6,258,100.0,100.0,98.8,0,6,0,480,1,479,0,480,276,276,0,0,204,0
Robert Hunt,46139,G,CAR,8,100.0,1,5,72.5,64.0,74.2,2,8,294,100.0,100.0,97.3,2,13,3,480,0,0,0,480,311,311,480,0,169,0
Jawaan Taylor,41665,T,KC,7,100.0,0,16,64.3,69.4,67.0,3,8,258,100.0,100.0,97.5,7,12,1,480,0,0,0,480,276,276,0,478,204,2
Creed Humphrey,59996,C,KC,7,100.0,0,16,93.0,86.4,91.6,2,1,258,100.0,100.0,99.4,1,3,0,480,479,1,0,480,276,276,0,0,204,0
Darnell Wright,98480,T,CHI,7,100.0,1,6,70.7,67.6,76.4,0,11,263,100.0,100.0,96.4,5,15,4,479,0,0,0,479,293,293,0,478,186,1
Hjalte Froholdt,44959,C,ARZ,8,100.0,0,1,69.3,73.5,66.7,3,6,264,100.0,100.0,98.3,2,9,0,478,478,0,0,478,278,278,0,0,200,0
Paris Johnson Jr.,129749,T,ARZ,8,100.0,0,1,80.0,75.8,75.7,0,10,264,100.0,100.0,97.0,3,13,3,478,0,0,477,478,278,278,0,0,200,1
Mitch Morse,9482,C,JAX,8,100.0,0,15,64.5,65.5,63.6,0,7,281,100.0,100.0,98.0,1,9,2,478,478,0,0,478,295,295,0,0,183,0
Alex Cappa,66578,G,CIN,8,100.0,1,7,57.1,54.1,57.4,3,9,296,100.0,100.0,96.6,1,16,4,476,0,0,0,476,310,310,476,0,166,0
Ted Karras,10855,C,CIN,8,100.0,0,7,61.4,75.4,52.4,3,5,296,100.0,100.0,98.3,0,9,1,476,476,0,0,476,310,310,0,0,166,0
Cordell Volson,30614,G,CIN,8,100.0,1,7,58.7,55.1,61.9,4,12,296,100.0,100.0,96.3,4,19,3,476,0,476,0,476,310,310,0,0,166,0
Broderick Jones,124025,T,PIT,8,100.0,1,25,46.6,40.7,55.4,1,13,236,100.0,100.0,94.1,6,21,7,476,0,0,0,476,252,252,0,476,224,0
Terence Steele,39461,T,DAL,7,100.0,0,9,60.8,44.6,81.6,4,14,299,100.0,100.0,95.3,2,23,5,476,0,0,0,476,326,326,0,476,150,0
Cooper Beebe,99434,C,DAL,7,100.0,0,9,60.4,64.1,58.4,3,4,299,100.0,100.0,98.2,2,9,2,475,475,0,0,475,326,326,0,0,149,0
David Edwards,35941,G,BUF,8,100.0,0,4,62.4,60.8,61.9,1,11,259,100.0,100.0,97.7,3,12,0,474,0,471,0,474,278,278,0,3,196,0
Coleman Shelton,39316,C,CHI,7,100.0,0,6,66.6,62.5,67.7,2,9,263,100.0,100.0,97.5,1,12,1,473,473,0,0,473,293,293,0,0,180,0
Brandon Scherff,9438,G,JAX,8,100.0,0,15,65.6,73.2,59.9,1,6,275,100.0,100.0,98.7,1,7,0,472,0,0,0,472,288,288,472,0,184,0
Ikem Ekwonu,98286,T,CAR,8,100.0,1,5,72.8,68.9,80.7,2,14,284,100.0,100.0,96.5,9,18,2,469,0,0,468,469,301,301,0,0,168,1
Evan Brown,38709,G,ARZ,8,100.0,0,1,66.0,75.4,59.0,0,5,251,100.0,100.0,98.2,1,7,2,463,0,463,0,463,264,264,0,0,199,0
Ezra Cleveland,41973,G,JAX,8,100.0,0,15,70.9,76.2,64.3,2,3,265,100.0,100.0,97.9,0,8,3,459,0,459,0,459,279,279,0,0,180,0
Dion Dawkins,11818,T,BUF,8,100.0,0,4,67.1,73.6,65.0,2,7,258,100.0,100.0,97.5,6,11,2,459,0,0,459,459,277,277,0,0,182,0
Cam Jurgens,84014,C,PHI,7,100.0,1,24,67.1,57.4,67.7,0,8,221,100.0,100.0,97.7,3,9,1,458,458,0,0,458,230,230,0,0,228,0
Tyler Smith,98385,G,DAL,7,100.0,3,9,72.7,71.7,70.8,2,7,288,100.0,100.0,98.1,5,10,1,457,0,353,104,457,315,315,0,0,142,0
Lloyd Cushenberry III,41924,C,TEN,7,100.0,0,31,55.2,54.8,55.7,1,12,254,100.0,100.0,97.4,3,13,0,456,456,0,0,456,273,273,0,0,183,0
Peter Skoronski,129737,G,TEN,7,100.0,1,31,59.2,66.9,60.6,5,10,254,100.0,100.0,96.3,7,17,2,456,0,456,0,456,273,273,0,0,183,0
JC Latham,146596,T,TEN,7,99.8,0,31,60.8,70.7,53.1,6,8,253,99.6,99.6,96.0,3,17,3,455,0,0,454,456,272,273,0,0,183,1
Connor McGovern,41714,C,BUF,8,100.0,0,4,68.0,55.2,72.5,0,15,254,100.0,100.0,97.0,2,15,0,454,454,0,0,454,271,271,0,0,183,0
Graham Barton,122367,C,TB,7,100.0,0,30,59.1,59.5,62.7,0,14,285,100.0,100.0,97.2,6,15,1,453,453,0,0,453,299,299,0,0,154,0
Anton Harrison,122929,T,JAX,8,100.0,0,15,57.7,60.2,50.4,2,13,261,100.0,100.0,96.4,1,17,2,453,0,0,2,453,274,274,0,451,179,0
Kevin Dotson,46735,G,LA,7,100.0,0,26,60.9,57.1,61.1,3,7,250,100.0,100.0,96.8,1,13,3,453,0,0,0,453,267,267,453,0,186,0
Landon Dickerson,41712,G,PHI,7,100.0,1,24,68.9,60.1,70.1,3,13,225,100.0,100.0,95.1,3,19,3,450,7,443,0,450,235,235,0,0,215,0
Robert Jones,100786,G,MIA,7,100.0,0,17,64.9,65.0,63.5,1,3,239,100.0,100.0,97.9,2,7,3,446,0,445,0,446,257,257,0,0,189,0
Zack Martin,8651,G,DAL,7,100.0,1,9,65.8,63.0,63.2,1,13,276,100.0,100.0,96.7,1,16,2,442,0,0,0,442,303,303,442,0,139,0
Ethan Pocic,11813,C,CLV,7,100.0,0,8,55.8,58.4,58.9,4,12,289,100.0,100.0,96.5,3,18,2,441,414,27,0,441,310,310,0,0,131,0
Dillon Radunz,30551,G,TEN,7,100.0,0,31,57.3,61.0,56.7,1,10,242,100.0,100.0,96.9,3,13,2,440,0,0,0,440,261,261,440,0,179,0
Graham Glasgow,10729,G,DET,7,100.0,1,11,59.3,62.9,57.7,2,11,221,100.0,100.0,96.2,4,15,2,439,52,387,0,439,229,229,0,0,210,0
Penei Sewell,81788,T,DET,7,100.0,1,11,86.7,80.6,86.0,0,7,221,100.0,100.0,98.4,3,7,0,439,0,0,0,439,229,229,0,439,210,0
Zion Johnson,99681,G,LAC,7,100.0,0,27,71.1,56.6,74.2,8,6,224,100.0,100.0,96.4,1,15,1,438,0,438,0,438,239,239,0,0,199,0
Bradley Bozeman,27934,C,LAC,7,100.0,2,27,53.7,39.3,59.4,1,7,224,100.0,100.0,97.8,2,9,1,438,438,0,0,438,239,239,0,0,199,0
Anthony Bradford,99103,G,SEA,8,100.0,0,29,51.1,51.1,57.3,1,15,275,100.0,100.0,95.6,7,20,4,434,0,0,0,434,303,303,434,0,131,0
Taylor Decker,10650,T,DET,7,99.8,1,11,68.3,71.0,62.8,2,8,217,99.5,99.6,95.4,3,15,5,432,0,0,430,433,225,226,0,0,207,3
Braxton Jones,60092,T,CHI,7,100.0,2,6,70.1,73.1,69.8,1,16,239,100.0,100.0,96.0,6,18,1,427,0,0,426,427,266,266,0,0,161,1
Kaleb McGary,46912,T,ATL,7,100.0,0,2,63.1,53.7,66.7,7,6,228,100.0,100.0,95.8,0,16,3,424,0,0,0,424,248,248,0,424,176,0
Garrett Bradbury,46013,C,MIN,7,100.0,0,18,62.0,50.2,73.8,2,14,224,100.0,100.0,95.5,6,18,2,423,423,0,0,423,246,246,0,0,177,0
Ed Ingram,59819,G,MIN,7,100.0,0,18,48.9,40.9,56.4,1,14,224,100.0,100.0,94.4,3,20,5,423,0,0,0,423,246,246,423,0,177,0
Sean Rhyan,72009,G,GB,8,100.0,0,12,63.6,69.6,58.2,3,3,217,100.0,100.0,97.2,2,9,3,423,0,7,1,423,228,228,415,0,195,0
Blake Brandel,46282,G,MIN,7,100.0,0,18,64.9,65.9,69.0,0,8,224,100.0,100.0,97.3,6,10,2,423,0,423,0,423,246,246,0,0,177,0
Brian O'Neill,46854,T,MIN,7,100.0,0,18,81.1,77.1,80.1,0,8,224,100.0,100.0,97.8,2,9,1,420,0,0,0,420,246,246,0,420,174,0
Andrew Thomas,59701,T,NYG,6,100.0,1,21,75.4,71.8,73.8,4,8,244,100.0,100.0,95.9,3,16,4,416,0,0,413,416,261,261,0,0,155,3
Beaux Limmer,99067,C,LA,7,100.0,0,26,55.9,46.0,63.7,3,7,223,100.0,100.0,97.8,3,10,0,416,416,0,0,416,240,240,0,0,176,0
Alijah Vera-Tucker,57107,G,NYJ,7,100.0,0,22,71.0,76.2,63.5,3,0,267,100.0,100.0,98.3,2,6,3,416,0,0,0,416,280,280,416,0,136,0
Stone Forsythe,41795,T,SEA,6,100.0,1,29,43.1,41.3,51.6,4,29,269,100.0,100.0,93.1,3,35,2,414,0,0,0,414,298,298,0,413,116,1
Orlando Brown Jr.,46227,T,CIN,8,100.0,0,7,67.7,82.5,50.4,1,5,263,100.0,100.0,98.1,4,8,2,411,0,0,409,411,276,276,0,0,135,2
Michael Jordan,28021,G,NE,7,100.0,0,19,51.0,66.2,42.5,1,8,233,100.0,100.0,97.2,1,11,2,408,0,408,0,408,253,253,0,0,155,0
Dawand Jones,101550,T,CLV,7,100.0,0,8,46.2,55.9,46.4,5,10,268,100.0,100.0,95.7,6,19,4,404,0,0,69,404,287,287,1,334,117,0
Kelvin Beachum,7229,T,ARZ,7,100.0,0,1,62.5,73.0,53.6,0,6,214,100.0,100.0,97.2,3,9,3,403,0,0,0,403,223,223,0,403,180,0
Christian Darrisaw,77373,T,MIN,7,100.0,1,18,81.4,79.9,82.3,1,7,209,100.0,100.0,97.1,5,10,2,392,0,0,392,392,231,231,0,0,161,0
DJ Glaze,129511,T,LV,6,100.0,0,23,59.8,62.0,60.6,3,11,234,100.0,100.0,96.2,6,16,2,391,0,0,0,391,254,254,0,391,137,0
Damien Lewis,81532,G,CAR,7,100.0,1,5,69.3,76.6,63.6,0,5,249,100.0,100.0,98.6,2,6,1,389,0,389,0,389,263,263,0,0,126,0
Trey Pipkins III,91462,G,LAC,7,100.0,1,27,61.3,45.9,69.2,2,6,205,100.0,100.0,96.1,3,12,4,389,0,0,15,389,219,219,318,55,170,1
Joe Alt,147481,T,LAC,6,100.0,0,27,76.2,75.4,73.3,0,4,195,100.0,100.0,97.9,2,6,2,382,0,0,2,382,208,208,0,379,174,1
Zach Frazier,123419,C,PIT,6,100.0,0,25,82.2,63.8,84.1,2,2,188,100.0,100.0,98.9,0,4,0,379,379,0,0,379,206,206,0,0,173,0
Ryan Neuzil,41123,C,ATL,6,100.0,0,2,51.5,58.4,55.9,1,6,218,100.0,100.0,97.9,6,8,1,378,378,0,0,378,236,236,0,0,142,0
Rob Havenstein,9490,T,LA,6,100.0,0,26,65.1,65.2,65.0,1,5,199,100.0,100.0,97.0,3,9,3,375,0,0,0,375,214,214,0,375,161,0
Teven Jenkins,41534,G,CHI,7,100.0,1,6,76.2,76.3,73.7,1,3,215,100.0,100.0,98.1,2,6,2,373,0,373,0,373,234,234,0,0,139,0
Frank Ragnow,39137,C,DET,6,100.0,0,11,81.4,56.8,90.2,4,2,193,100.0,100.0,97.4,3,8,2,370,370,0,0,370,199,199,0,0,171,0
Wanya Morris,98247,T,KC,6,99.7,2,16,50.1,54.8,48.2,4,7,196,99.5,99.5,95.7,6,14,3,370,0,0,368,371,208,209,0,0,162,3
Cam Robinson,11789,T,JAX,7,100.0,1,15,69.4,72.2,64.6,3,8,228,100.0,100.0,95.8,3,15,4,367,0,0,365,367,239,239,0,0,128,2
Kevin Zeitler,7032,G,DET,6,100.0,0,11,76.7,66.6,75.0,2,3,186,100.0,100.0,97.6,0,7,2,365,0,0,0,365,194,194,365,0,171,0
Roger Rosengarten,131912,T,BLT,7,100.0,0,3,59.0,58.4,58.0,0,16,188,100.0,100.0,94.1,2,19,3,361,0,0,1,361,203,203,0,360,158,0
Rashawn Slater,59971,T,LAC,6,100.0,0,27,85.5,90.3,73.4,0,5,184,100.0,100.0,98.1,1,6,1,360,0,0,358,360,197,197,0,0,163,2
Tyler Guyton,123076,T,DAL,6,100.0,3,9,54.8,53.7,56.7,3,10,220,100.0,100.0,95.2,9,17,4,354,0,0,353,354,242,242,0,0,112,1
Mason McCormick,78326,G,PIT,6,100.0,0,25,57.4,56.4,57.6,1,6,182,100.0,100.0,98.1,2,7,0,353,0,82,0,353,193,193,258,0,160,13
Jackson Powers-Johnson,146550,G,LV,6,100.0,0,23,51.0,56.6,58.9,2,10,207,100.0,100.0,96.6,8,13,1,350,16,305,0,350,223,223,29,0,127,0
Morgan Moses,8701,T,NYJ,6,100.0,1,22,64.1,68.5,65.8,1,5,205,100.0,100.0,98.5,5,6,0,350,0,0,0,350,219,219,0,350,131,0
Terron Armstead,7856,T,MIA,6,100.0,0,17,91.1,83.6,90.1,0,6,186,100.0,100.0,98.4,1,6,0,350,0,0,350,350,196,196,0,0,154,0
Matt Pryor,46647,G,CHI,5,100.0,2,6,64.1,73.4,65.1,0,5,183,100.0,100.0,97.0,4,8,3,349,0,49,1,349,206,206,299,0,143,0
Lucas Patrick,11435,G,NO,6,100.0,0,20,66.9,49.0,69.9,0,6,182,100.0,100.0,98.4,2,6,0,342,88,254,0,342,193,193,0,0,149,0
Taylor Moton,11819,T,CAR,6,100.0,0,5,69.8,79.8,52.7,1,5,209,100.0,100.0,98.6,0,6,0,340,0,0,0,340,221,221,0,340,119,0
Lane Johnson,7786,T,PHI,6,100.0,0,24,77.1,85.1,70.9,1,1,156,100.0,100.0,99.4,3,2,0,337,0,0,1,337,164,164,0,334,173,2
Demontrey Jacobs,56619,T,NE,6,100.0,0,19,37.6,32.5,47.6,4,12,206,100.0,100.0,93.7,3,21,5,331,0,0,138,331,223,223,0,193,108,0
Ryan Kelly,10652,C,IND,6,100.0,0,14,66.7,75.3,63.6,1,4,176,100.0,100.0,98.6,1,5,0,330,330,0,0,330,187,187,0,0,143,0
Jordan Mailata,66916,T,PHI,5,100.0,0,24,88.4,90.9,83.1,0,7,177,100.0,100.0,97.5,2,8,1,325,0,0,323,325,185,185,0,0,140,2
Alaric Jackson,40972,T,LA,5,100.0,0,26,67.0,73.0,64.5,2,4,167,100.0,100.0,97.0,3,8,2,323,0,0,323,323,182,182,0,0,141,0
Cornelius Lucas,9025,T,WAS,8,100.0,0,32,77.0,82.8,67.6,0,8,180,100.0,100.0,97.2,1,9,1,323,0,0,318,323,190,190,0,0,133,5
Amarius Mims,146719,T,CIN,6,100.0,0,7,53.4,52.1,50.8,0,9,191,100.0,100.0,96.6,0,11,2,318,0,0,0,318,199,199,0,317,119,1
Luke Wattenberg,41024,C,DEN,5,100.0,0,10,58.0,71.3,53.1,2,2,184,100.0,100.0,98.9,1,4,0,310,310,0,0,310,199,199,0,0,111,0
Dylan Parham,60953,G,LV,6,100.0,0,23,78.7,77.3,74.4,0,5,184,100.0,100.0,98.1,0,6,1,307,0,0,0,307,199,199,307,0,108,0
Landon Young,41761,G,NO,7,100.0,0,20,52.8,24.9,67.0,0,11,183,100.0,100.0,95.9,1,13,2,306,0,30,6,306,195,195,267,0,111,3
Nicholas Petit-Frere,82003,T,TEN,5,100.0,0,31,52.4,34.9,67.1,1,17,161,100.0,100.0,91.3,3,23,5,301,0,0,1,301,173,173,0,297,128,3
Mekhi Becton,59818,G,PHI,6,100.0,0,24,68.9,51.6,71.6,0,7,155,100.0,100.0,95.8,0,10,3,296,0,0,0,296,162,162,296,0,134,0
Luke Goedeke,77548,T,TB,4,100.0,0,30,64.7,72.8,60.4,0,5,177,100.0,100.0,98.0,3,6,1,294,0,0,0,294,190,190,0,294,104,0
Austin Corbett,46290,C,CAR,5,100.0,0,5,62.9,66.8,59.3,1,1,176,100.0,100.0,98.9,1,3,1,291,291,0,0,291,187,187,0,0,104,0
Will Hernandez,46180,G,ARZ,5,100.0,0,1,69.3,74.2,66.0,0,8,156,100.0,100.0,97.4,2,8,0,280,0,0,0,280,163,163,280,0,117,0
Spencer Anderson,81719,G,PIT,8,100.0,0,25,53.3,61.2,54.7,2,3,122,100.0,100.0,97.1,2,6,1,269,0,201,0,269,135,135,64,0,134,4
Will Fries,41530,G,IND,5,100.0,0,14,86.9,74.9,84.9,1,3,145,100.0,100.0,97.2,1,6,2,268,0,0,0,268,153,153,268,0,115,0
Layden Robinson,99057,G,NE,5,100.0,0,19,55.2,38.7,59.8,4,11,147,100.0,100.0,92.2,0,19,4,267,0,0,0,267,155,155,267,0,112,0
Mike McGlinchey,46275,T,DEN,4,100.0,1,10,75.5,77.5,71.1,0,5,163,100.0,100.0,97.9,1,6,1,265,0,0,0,265,171,171,0,264,94,0
Vederian Lowe,59741,T,NE,5,100.0,0,19,60.9,72.6,56.0,2,9,133,100.0,100.0,95.9,4,11,0,255,0,0,255,255,143,143,0,0,112,0
Fred Johnson,46951,T,PHI,6,100.0,1,24,54.1,39.4,64.1,3,17,119,100.0,100.0,89.1,2,23,3,251,0,0,138,251,123,123,0,110,128,3
Wyatt Teller,46131,G,CLV,4,100.0,0,8,58.3,62.3,63.0,1,6,160,100.0,100.0,97.2,4,8,1,250,0,0,0,250,172,172,250,0,78,0
Isaac Seumalo,10713,G,PIT,4,100.0,0,25,69.0,60.5,70.6,0,7,125,100.0,100.0,96.4,2,8,1,248,0,248,0,248,133,133,0,0,115,0
Cesar Ruiz,59857,G,NO,4,100.0,0,20,63.7,48.6,67.9,1,3,119,100.0,100.0,97.5,1,5,1,247,0,0,0,247,127,127,247,0,120,0
